,0
n_test,105
mae_model,2.8554563245603015
mae_rw,2.938285714285715
rmse,3.998945331189369
mape_model,4.095947843539262
mape_rw,4.122639938394017
dir_acc,62.857142857142854
r_corr,0.26961161972229314
beat_rw,True
pct_vs_rw,2.8189698953612146
