seed,da,mae,mae_rw,mape,r_corr,runtime_s
42,67.61904761904762,2.688901329068911,2.938285714285715,3.8285457681295454,0.3036940258188382,741.649845123291
123,67.61904761904762,2.941168189974059,2.938285714285715,4.2089357363522355,0.24640739440564835,625.3041336536407
2024,62.857142857142854,2.8554563245603015,2.938285714285715,4.095947843539262,0.26961161972229314,431.98470878601074
