,0
n_test,105
mae_model,2.688901329068911
mae_rw,2.938285714285715
rmse,3.9053269069316063
mape_model,3.8285457681295454
mape_rw,4.122639938394017
dir_acc,67.61904761904762
r_corr,0.3036940258188382
beat_rw,True
pct_vs_rw,8.48741100990678
