dropout,seed,dir_acc,mae,rmse,mape,return_corr,vs_rw_pct
0.4,42,60.95238095238096,2.7820310448862267,3.887073560689374,3.937670513269439,0.2699469978398989,5.317885481312809
0.4,123,60.95238095238096,2.8464730021953586,4.124881870937572,4.025697527116452,0.2257495122960663,3.124703348077086
0.4,2024,64.76190476190476,2.72832012228171,3.956359246990863,3.8680278809202466,0.271731062064678,7.145853481272043
