dropout,seed,dir_acc,mae,rmse,mape,return_corr,vs_rw_pct
0.3,42,57.14285714285714,2.7695922688586383,3.848988587801983,3.915445321975334,0.2665780547483075,5.741219943550841
0.3,123,63.8095238095238,2.787614288591203,4.135129604601347,3.958814438673994,0.2323692573454826,5.1278684357331015
0.3,2024,64.76190476190476,2.6696477318093894,3.8693383451865615,3.774129070529232,0.2597122871095939,9.14267734993329
0.4,42,60.95238095238096,2.7820310448862267,3.887073560689374,3.937670513269439,0.2699469978398989,5.317885481312809
0.4,123,60.95238095238096,2.73035204543954,4.0270120938753164,3.86452207734636,0.2324838756021032,7.076700126036682
0.4,2024,63.8095238095238,2.706072451614199,3.95731998127936,3.835737758847983,0.2610739266435676,7.903018468983911
