,0
n_test,105
mae_model,2.941168189974059
mae_rw,2.938285714285715
rmse,4.127149013970984
mape_model,4.2089357363522355
mape_rw,4.122639938394017
dir_acc,67.61904761904762
r_corr,0.24640739440564835
beat_rw,False
pct_vs_rw,-0.09810059227152439
